dt_opt,t_opt,maxfun,use_time_shifted,power_ratio_mean,power_ratio_std,power_ratio_min,power_ratio_max,yaw_rmse_mean,yaw_rmse_std,yaw_rmse_min,yaw_rmse_max,optimization_time_mean,optimization_time_std,optimization_time_min,optimization_time_max,total_power_mean,total_power_std
5,300,50,False,0.994400044490653,0.031006145140362238,0.9495958059608552,1.0471687721908591,2.5905459011017533,1.8121259878105036,0.17787102170758873,5.023733179455292,7.669663906097412,1.4429908435997345,5.499695777893066,9.250141143798828,145746441.53932762,70740829.93790443
5,300,50,True,0.9827410137917023,0.04425581540327353,0.9269967031621515,1.0473905814554247,4.00528738685321,1.9269148296469623,2.01239152035595,6.6491263700998475,8.812152915530735,2.190582167881645,5.188672304153442,12.006890058517456,144252936.44997075,70742777.40755612
5,300,100,False,0.9947101756934311,0.030416481527900233,0.9496663420963553,1.0455447836652392,2.8021342821213633,1.6025159584638273,0.5761116650583006,5.023733179455292,9.436332252290514,2.6366952663908627,6.094658374786377,13.028457403182983,145787301.9251822,70748089.30278358
5,300,100,True,0.9882511571733205,0.04147457421304899,0.9231780718274606,1.0458123217780848,3.4793339005777346,2.5303226641935974,0.6355569969580085,7.580651152299061,12.343810452355278,4.260579167327117,7.178478479385376,19.406177043914795,144884035.6885129,70818178.00148636
5,300,250,False,0.9977736058204226,0.02919375247229045,0.959940050861731,1.0457648797512924,3.05895136250662,1.5338864425100878,0.7959878956191313,5.325171887334643,14.067615350087484,4.237401787984182,7.060835599899292,18.17536497116089,146086361.46809134,70567401.86162882
5,300,250,True,0.9882925806472582,0.042802409745955734,0.9241440997182133,1.047489145732786,4.165760471309947,2.1619477761436485,1.7026531754622183,7.621971950644384,16.9702058368259,3.918534529552878,10.380386114120483,22.94129967689514,144823787.911462,70796803.89328398
5,300,500,False,0.9979334251425553,0.029560423100511535,0.958227780387028,1.0456730855963574,3.007292113337625,1.6382436178611708,0.3061281234223835,5.3242351943085175,14.579998890558878,4.582862469223512,4.928218841552734,19.87558078765869,146115268.71740282,70593700.57713929
5,300,500,True,0.9988077953668147,0.029886853888739337,0.9648100445813672,1.0475049407041814,2.795809723803373,1.0255758284644751,1.6537244684310461,4.619208317755533,17.204583406448364,5.9247881468566215,10.056456565856934,26.504727840423584,146165073.96297413,70497594.53005983
5,300,1000,False,0.9978085692614704,0.02949085688979861,0.9580006309782154,1.0457858729163922,3.0795925029618445,1.6292034181872586,0.5805913647521389,5.3242351943085175,20.72923623190986,5.729061011714553,13.141891717910767,27.278831243515015,146114105.45085117,70616272.81948109
5,300,1000,True,0.9987581434750114,0.03018243383510116,0.9604607935179731,1.0475049407041814,2.6769080769316376,1.4903730408192812,0.35159076845819204,4.619208317755533,23.844041109085083,6.8162901990241265,12.689708232879639,32.10171699523926,146189367.63462532,70557506.23611775
5,600,50,False,0.9976902288584356,0.032856549128478796,0.9495958059608552,1.0471687721908591,2.1663758792875765,1.361863008959353,0.17787102170758873,4.011767927641696,7.796045303344727,2.4235758141543062,3.605788469314575,10.614338397979736,146142485.99244443,70713941.75630082
5,600,50,True,0.9827410137917023,0.04425581540327353,0.9269967031621515,1.0473905814554247,4.00528738685321,1.9269148296469623,2.01239152035595,6.6491263700998475,8.845966206656563,3.3519868047748558,2.9835002422332764,12.49744439125061,144252936.44997075,70742777.40755612
5,600,100,False,0.9975373900157185,0.032932345391786993,0.9496663420963553,1.0472041682270183,2.3098782530782724,1.3203138417694371,0.30673909147211026,4.011767927641696,12.900913503434923,2.237988748983156,9.26263689994812,15.302253246307373,146103625.30157477,70682342.90986043
5,600,100,True,0.9882511571733205,0.04147457421304899,0.9231780718274606,1.0458123217780848,3.4793339005777346,2.5303226641935974,0.6355569969580085,7.580651152299061,13.801795032289293,4.369713599274712,7.309126377105713,19.69399857521057,144884035.6885129,70818178.00148636
5,600,250,False,1.0002778996506168,0.029814469639412575,0.9636112184243054,1.0474220726879782,2.2837968473455166,1.2429007954421647,0.4128634103400181,3.656007922627914,17.709136565526325,5.1338630488887524,9.670690536499023,22.037529945373535,146400818.98610237,70602363.2544851
5,600,250,True,0.9882925806472582,0.042802409745955734,0.9241440997182133,1.047489145732786,4.165760471309947,2.1619477761436485,1.7026531754622183,7.621971950644384,16.857910686069065,4.855246153939785,6.988706350326538,22.372599124908447,144823787.911462,70796803.89328398
5,600,500,False,1.000053694777556,0.029084198373032794,0.9642211429474321,1.0474607301684253,2.4670582228701208,1.4651245354908744,0.3130977489187725,4.451012139557985,22.511874861187405,5.035307195078384,12.6902596950531,27.344226598739624,146380114.903127,70638653.67658661
5,600,500,True,0.9988077953668147,0.029886853888739337,0.9648100445813672,1.0475049407041814,2.795809723803373,1.0255758284644751,1.6537244684310461,4.619208317755533,27.0384521484375,4.804875574651052,20.385900020599365,33.70139002799988,146165073.96297413,70497594.53005983
5,600,1000,False,1.000179302945676,0.029132470185802832,0.9642427766201106,1.047474788882373,2.4465864253325154,1.4451933938722097,0.3130977489187725,4.451012139557985,28.14553099208408,10.402141819057366,16.041321516036987,42.75398135185242,146390769.4930586,70631884.99626197
5,600,1000,True,0.9987581434750114,0.03018243383510116,0.9604607935179731,1.0475049407041814,2.6769080769316376,1.4903730408192812,0.35159076845819204,4.619208317755533,38.45416612095303,7.713286464768196,27.718228340148926,45.71488380432129,146189367.63462532,70557506.23611775
5,1000,50,False,0.9983958479001951,0.03179169204474564,0.9553147103704105,1.0471687721908591,2.085570529622677,1.2600624812254406,0.17787102170758873,3.656007922627914,8.771779378255209,2.214285880505774,5.005348443984985,11.439005136489868,146196723.51150697,70655819.76744922
